#SampleID	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	anonymized_name	batch_areal_prod	batch_avg_vol_prod	batch_daughter_culture_id	batch_end_date	batch_g_l_finish	batch_g_l_start	batch_id	batch_media_n_source	batch_media_salt_g_l	batch_parent_culture_id	batch_start_date	batch_total_fames_dry	collection_date	collection_timestamp	day	day_of_year	description_duplicate	elite_cells_counted	elite_cells_per_ml	g_dna_plate	g_dna_well	growth_cycle_day	host_subject_id	month	no3_per_l_start_mm	nonchlorophyll_cell_count	od_750_g_ld_panel_growth_rate	od_750_panel_growth_rate	overall_day	panel	par_mol_m2_day	percent_elite	percent_nonchlorophyll	percent_weed	po4_start_mm	sample_drymass	sample_od_750	sample_type	sampling_point_in_growth_cycle	season	system	system_vol_liters	tot_nonchlorophyll_events_ml	total_cells_per_ml	total_growth_cycle_days	total_weed_cells_per_ml	weed_cells_counted	year	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	altitude	assigned_from_geo	common_name	depth	dna_extracted	elevation	env_biome	env_feature	env_matter	extracted_dna_avail_now	geographic_location_country_and_or_sea	host_common_name	host_taxid	latitude	longitude	physical_samp_avail_now	physical_specimen_location	physical_specimen_remaining	public	required_sample_info_status	title
ERR874070	SAMEA3375928	ERX953673	1902.121	4	1	ERR874070	ERS717690	qiime_ppdid_189:1902.121	121	2.62	0.04	985	12/14/11	2.38	0.78	975	NaNO3	20	966	11/14/11	36.5	12/9/11	12/9/11 0:00	9	343	Bioreactor sample taken from panel B6 in system AGS	2.00E+04	1.91E+08	1	G5	25	121	12	3	4990	0.02	0.04	139	B8	14	80	19.96	0	1.104	1.52	4.4	bioreactor content	0.8	fall	AGS	200	4.78E+07	2.39E+08	30	9.57E+03	1	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874071	SAMEA3375929	ERX953674	1902.122	4	2	ERR874071	ERS717691	qiime_ppdid_189:1902.122	122	2.62	0.04	985	12/14/11	2.38	0.78	975	NaNO3	20	966	11/14/11	36.5	12/9/11	12/9/11 0:00	9	343	Bioreactor sample taken from panel B7 in system AGS	2.05E+04	3.89E+08	1	G6	25	122	12	3	4430	0.08	0.23	139	B9	14	82	17.72	0.1	1.104	2.89	8.3	bioreactor content	0.8	fall	AGS	200	8.39E+07	4.73E+08	30	6.25E+05	33	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874072	SAMEA3375930	ERX953675	1902.123	3	1	ERR874072	ERS717692	qiime_ppdid_189:1902.123	123	2.62	0.04	985	12/14/11	2.38	0.78	975	NaNO3	20	966	11/14/11	36.5	12/9/11	12/9/11 0:00	9	343	Bioreactor sample taken from panel B8 in system AGS	2.14E+04	4.14E+08	1	G7	25	123	12	3	3520	0.09	0.26	139	B10	14	86	14.08	0.3	1.104	3.29	9.4	bioreactor content	0.8	fall	AGS	200	6.81E+07	4.84E+08	30	1.57E+06	81	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874073	SAMEA3375931	ERX953676	1902.124	4	2	ERR874073	ERS717693	qiime_ppdid_189:1902.124	124	1.38	0.02	990	1/20/12	2.33	1.1	985	NaNO3	20	975	12/14/11	-	1/9/12	1/9/12 0:00	9	9	Bioreactor sample taken from panel B9 in system AGS	1.82E+04	2.23E+08	1	G8	26	124	1	3	6762	0.02	0.06	176	B4	12	73	27.05	0	1.104	1.83	5.2	bioreactor content	0.7	winter	AGS	200	8.26E+07	3.05E+08	37	0.00E+00	0	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874074	SAMEA3375932	ERX953677	1902.125	4	1	ERR874074	ERS717694	qiime_ppdid_189:1902.125	125	1.38	0.02	990	1/20/12	2.33	1.1	985	NaNO3	20	975	12/14/11	-	1/9/12	1/9/12 0:00	9	9	Bioreactor sample taken from panel B10 in system AGS	1.68E+04	2.10E+08	1	G9	26	125	1	3	8200	0.02	0.04	176	B5	12	67	32.8	0	1.104	1.68	4.8	bioreactor content	0.7	winter	AGS	200	1.02E+08	3.12E+08	37	0.00E+00	0	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874075	SAMEA3375933	ERX953678	1902.126	3	1	ERR874075	ERS717695	qiime_ppdid_189:1902.126	126	1.38	0.02	990	1/20/12	2.33	1.1	985	NaNO3	20	975	12/14/11	-	1/9/12	1/9/12 0:00	9	9	Bioreactor sample taken from panel B4 in system AGS	1.69E+04	1.97E+08	1	G10	26	126	1	3	8121	0.02	0.05	176	B6	12	68	32.48	0	1.104	1.68	4.8	bioreactor content	0.7	winter	AGS	200	9.46E+07	2.91E+08	37	0.00E+00	0	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874076	SAMEA3375934	ERX953679	1902.127	4	2	ERR874076	ERS717696	qiime_ppdid_189:1902.127	127	1.38	0.02	990	1/20/12	2.33	1.1	985	NaNO3	20	975	12/14/11	-	1/9/12	1/9/12 0:00	9	9	Bioreactor sample taken from panel B5 in system AGS	1.82E+04	1.72E+08	1	G11	26	127	1	3	6798	0	0	176	B7	12	73	27.19	0	1.104	1.28	3.7	bioreactor content	0.7	winter	AGS	200	6.44E+07	2.37E+08	37	0.00E+00	0	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874077	SAMEA3375935	ERX953680	1902.128	3	1	ERR874077	ERS717697	qiime_ppdid_189:1902.128	128	1.38	0.02	990	1/20/12	2.33	1.1	985	NaNO3	20	975	12/14/11	-	1/9/12	1/9/12 0:00	9	9	Bioreactor sample taken from panel B6 in system AGS	1.91E+04	1.68E+08	1	G12	26	128	1	3	5932	0.01	0.02	176	B8	12	76	23.73	0	1.104	1.38	4	bioreactor sample	0.7	winter	AGS	200	5.24E+07	2.21E+08	37	8.83E+03	1	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874078	SAMEA3375936	ERX953681	1902.129	4	1	ERR874078	ERS717698	qiime_ppdid_189:1902.129	129	1.38	0.02	990	1/20/12	2.33	1.1	985	NaNO3	20	975	12/14/11	-	1/9/12	1/9/12 0:00	9	9	Bioreactor sample taken from panel B7 in system AGS	2.26E+04	3.99E+08	1	H1	26	129	1	3	2416	0.08	0.22	176	B9	12	90	9.66	0.1	1.104	3.15	9	bioreactor content	0.7	winter	AGS	200	4.27E+07	4.42E+08	37	3.53E+05	20	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874079	SAMEA3375937	ERX953682	1902.13	4	2	ERR874079	ERS717699	qiime_ppdid_189:1902.13	13	6.68	0.11	921	8/1/11	3.47	1.05	900	NaNO3	20	895	7/12/11	39.9	7/26/11	7/26/11 0:00	26	207	Bioreactor sample taken from panel A5 in system AGS	2.41E+04	3.72E+08	1	A3	14	13	7	3	832	0.09	0.25	4	A5	42	97	3.33	0.1	1.104	2.78	8	bioreactor content	0.7	summer	AGS	200	1.28E+07	3.85E+08	20	4.47E+05	29	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874080	SAMEA3375938	ERX953683	1902.13	4	1	ERR874080	ERS717700	qiime_ppdid_189:1902.130	130	1.38	0.02	990	1/20/12	2.33	1.1	985	NaNO3	20	975	12/14/11	-	1/9/12	1/9/12 0:00	9	9	Bioreactor sample taken from panel B8 in system AGS	2.24E+04	3.80E+08	1	H2	26	130	1	3	2567	0.07	0.19	176	B10	12	90	10.27	0.1	1.104	2.96	8.5	bioreactor content	0.7	winter	AGS	200	4.36E+07	4.24E+08	37	4.07E+05	24	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874081	SAMEA3375939	ERX953684	1902.131	3	1	ERR874081	ERS717701	qiime_ppdid_189:1902.131	131	2.73	0.04	999	2/22/12	2.87	0.98	990	NaNO3	20	996	1/20/12	34.85	2/15/12	2/15/12 0:00	15	46	Bioreactor sample taken from panel B9 in system AGS	2.36E+04	2.82E+08	1	H3	26	131	2	3	1399	0.04	0.12	209	B4	17	94	5.6	0	1.104	2.35	6.7	bioreactor content	0.8	winter	AGS	200	1.67E+07	2.99E+08	33	0.00E+00	0	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874082	SAMEA3375940	ERX953685	1902.132	3	1	ERR874082	ERS717702	qiime_ppdid_189:1902.132	132	2.73	0.04	999	2/22/12	2.87	0.98	990	NaNO3	20	996	1/20/12	34.85	2/15/12	2/15/12 0:00	15	46	Bioreactor sample taken from panel B10 in system AGS	2.34E+04	2.32E+08	1	H4	26	132	2	3	1567	0.03	0.08	209	B5	17	94	6.27	0	1.104	2.03	5.8	bioreactor content	0.8	winter	AGS	200	1.55E+07	2.48E+08	33	0.00E+00	0	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874083	SAMEA3375941	ERX953686	1902.133	4	1	ERR874083	ERS717703	qiime_ppdid_189:1902.133	133	2.73	0.04	999	2/22/12	2.87	0.98	990	NaNO3	20	996	1/20/12	34.85	2/15/12	2/15/12 0:00	15	46	Bioreactor sample taken from panel B4 in system AGS	2.32E+04	2.33E+08	1	H5	26	133	2	3	1780	0.03	0.08	209	B6	17	93	7.12	0	1.104	1.91	5.5	bioreactor content	0.8	winter	AGS	200	1.79E+07	2.51E+08	33	0.00E+00	0	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874084	SAMEA3375942	ERX953687	1902.134	4	2	ERR874084	ERS717704	qiime_ppdid_189:1902.134	134	2.73	0.04	999	2/22/12	2.87	0.98	990	NaNO3	20	996	1/20/12	34.85	2/15/12	2/15/12 0:00	15	46	Bioreactor sample taken from panel B5 in system AGS	2.36E+04	2.19E+08	1	H6	26	134	2	3	1371	0.02	0.07	209	B7	17	94	5.48	0	1.104	1.8	5.2	bioreactor content	0.8	winter	AGS	200	1.27E+07	2.31E+08	33	0.00E+00	0	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874085	SAMEA3375943	ERX953688	1902.135	3	1	ERR874085	ERS717705	qiime_ppdid_189:1902.135	135	2.73	0.04	999	2/22/12	2.87	0.98	990	NaNO3	20	996	1/20/12	34.85	2/15/12	2/15/12 0:00	15	46	Bioreactor sample taken from panel B6 in system AGS	2.30E+04	2.26E+08	1	H7	26	135	2	3	1995	0.02	0.06	209	B8	17	92	7.98	0	1.104	1.91	5.5	bioreactor content	0.8	winter	AGS	200	1.96E+07	2.45E+08	33	0.00E+00	0	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874086	SAMEA3375944	ERX953689	1902.136	3	1	ERR874086	ERS717706	qiime_ppdid_189:1902.136	136	2.73	0.04	999	2/22/12	2.87	0.98	990	NaNO3	20	996	1/20/12	34.85	2/15/12	2/15/12 0:00	15	46	Bioreactor sample taken from panel B7 in system AGS	2.21E+04	3.02E+08	1	H8	26	136	2	3	2756	0.07	0.19	209	B9	17	89	11.02	0.4	1.104	3.08	8.8	bioreactor content	0.8	winter	AGS	200	3.76E+07	3.41E+08	33	1.37E+06	100	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874087	SAMEA3375945	ERX953690	1902.137	4	2	ERR874087	ERS717707	qiime_ppdid_189:1902.137	137	2.73	0.04	999	2/22/12	2.87	0.98	990	NaNO3	20	996	1/20/12	34.85	2/15/12	2/15/12 0:00	15	46	Bioreactor sample taken from panel B8 in system AGS	2.25E+04	2.78E+08	1	H9	26	137	2	3	2473	0.04	0.12	209	B10	17	90	9.89	0.2	1.104	2.35	6.7	bioreactor content	0.8	winter	AGS	200	3.05E+07	3.09E+08	33	4.69E+05	38	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874088	SAMEA3375946	ERX953691	1902.138	4	2	ERR874088	ERS717708	qiime_ppdid_189:1902.138	138	5.65	0.09	1000	3/27/12	3.94	1.88	999	NaNO3	20	996	3/8/12	44.4	3/12/12	3/12/12 0:00	12	72	Bioreactor sample taken from panel B9 in system AGS	2.29E+04	4.26E+08	1	H10	4	138	3	3	2045	0.13	0.38	243	B4	-	92	8.18	0.1	1.104	2.13	6.1	bioreactor content	0.2	winter	AGS	200	3.80E+07	4.64E+08	19	2.78E+05	15	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874089	SAMEA3375947	ERX953692	1902.139	4	2	ERR874089	ERS717709	qiime_ppdid_189:1902.139	139	5.65	0.09	1000	3/27/12	3.94	1.88	999	NaNO3	20	996	3/8/12	44.4	3/12/12	3/12/12 0:00	12	72	Bioreactor sample taken from panel B10 in system AGS	2.30E+04	3.91E+08	1	H11	4	139	3	3	2036	0.1	0.28	243	B5	-	92	8.14	0	1.104	2.09	6	bioreactor content	0.2	winter	AGS	200	3.47E+07	4.26E+08	19	1.02E+05	6	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874090	SAMEA3375948	ERX953693	1902.14	3	1	ERR874090	ERS717710	qiime_ppdid_189:1902.14	14	6.68	0.11	921	8/1/11	3.47	1.05	900	NaNO3	20	895	7/12/11	39.9	7/26/11	7/26/11 0:00	26	207	Bioreactor sample taken from panel A7 in system AGS	2.42E+04	3.54E+08	1	A4	14	14	7	3	770	0.08	0.23	4	A7	42	97	3.08	0	1.104	2.49	7.1	bioreactor content	0.7	summer	AGS	200	1.12E+07	3.65E+08	20	4.38E+04	3	2011	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874091	SAMEA3375949	ERX953694	1902.14	3	1	ERR874091	ERS717711	qiime_ppdid_189:1902.140	140	5.65	0.09	1000	3/27/12	3.94	1.88	999	NaNO3	20	996	3/8/12	44.4	3/12/12	3/12/12 0:00	12	72	Bioreactor sample taken from panel B4 in system AGS	2.31E+04	4.65E+08	1	H12	4	140	3	3	1936	0.14	0.41	243	B6	-	92	7.74	0	1.104	2.32	6.6	bioreactor content	0.2	winter	AGS	200	3.91E+07	5.05E+08	19	2.02E+05	10	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874092	SAMEA3375950	ERX953695	1902.141	2	1	ERR874092	ERS717712	qiime_ppdid_189:1902.141	141	5.65	0.09	1000	3/27/12	3.94	1.88	999	NaNO3	20	996	3/8/12	44.4	3/12/12	3/12/12 0:00	12	72	Bioreactor sample taken from panel B5 in system AGS	2.29E+04	3.33E+08	2	A1	4	141	3	3	2128	0.09	0.25	243	B7	-	91	8.51	0	1.104	1.92	5.5	bioreactor content	0.2	winter	AGS	200	3.10E+07	3.64E+08	19	5.82E+04	4	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874093	SAMEA3375951	ERX953696	1902.142	2	1	ERR874093	ERS717713	qiime_ppdid_189:1902.142	142	5.65	0.09	1000	3/27/12	3.94	1.88	999	NaNO3	20	996	3/8/12	44.4	3/12/12	3/12/12 0:00	12	72	Bioreactor sample taken from panel B6 in system AGS	2.31E+04	3.93E+08	2	A2	4	142	3	3	1902	0.1	0.3	243	B8	-	92	7.61	0	1.104	2.17	6.2	bioreactor content	0.2	winter	AGS	200	3.23E+07	4.25E+08	19	1.02E+05	6	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
ERR874094	SAMEA3375952	ERX953697	1902.143	3	1	ERR874094	ERS717714	qiime_ppdid_189:1902.143	143	5.65	0.09	1000	3/27/12	3.94	1.88	999	NaNO3	20	996	3/8/12	44.4	3/12/12	3/12/12 0:00	12	72	Bioreactor sample taken from panel B7 in system AGS	2.32E+04	4.15E+08	2	A3	4	143	3	3	1813	0.1	0.29	243	B9	-	93	7.25	0	1.104	2.03	5.8	bioreactor content	0.2	winter	AGS	200	3.25E+07	4.48E+08	19	1.61E+05	9	2012	OTHER	151	PRJEB9328	"COLORADO CENTER FOR MICROBIAL ECOLOGY, UNIVERSITY "	public	sra	ncbi	6/23/17	3/9/18	0	unspecified	SINGLE	unspecified	METAGENOMIC	6/25/17	bioreactor metagenome	ILLUMINA	6/24/17	ERP010414	0	y	bioreactor metagenome	0	TRUE	1516.214	ENVO:bioreactor	ENVO:bioreactor	ENVO:fresh water	y	GAZ:United States of America	bioreactor sample	1076179	40.594	-105.075	TRUE	UCSDMI	TRUE	y	completed	Fulbright_biofuels
