#SampleID	AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	region	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	isolation_source_s	lat_lon_s	misc_param_s	Assay_Type_s	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	geo_loc_name_s	host_s
SRR5380276	250	SAMN06566741	SRX2675504	SFR1.6	SF	3/27/17	74	44	3/27/17	SRR5380276	SRS2073847	SFR1.6	2014-07-10T04:00:00	Roots	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380277	250	SAMN06566742	SRX2675505	SFR1.20	SF	3/27/17	0	0	3/27/17	SRR5380277	SRS2073848	SFR1.20	2014-07-10T04:00:00	Roots	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380278	250	SAMN06566740	SRX2675506	SFR1.1	SF	3/27/17	0	0	3/27/17	SRR5380278	SRS2073849	SFR1.1	2014-07-10T04:00:00	Roots	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380279	250	SAMN06566750	SRX2675507	SFL2.6	SF	3/27/17	2	1	3/27/17	SRR5380279	SRS2073850	SFL2.6	2014-07-12T05:00:00	Leaf	37.978118 N 122.405941 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380280	250	SAMN06566751	SRX2675508	SFL2.20	SF	3/27/17	0	0	3/27/17	SRR5380280	SRS2073851	SFL2.20	2014-07-12T05:00:00	Leaf	37.978118 N 122.405941 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380281	250	SAMN06566749	SRX2675509	SFL2.1	SF	3/27/17	1	0	3/27/17	SRR5380281	SRS2073852	SFL2.1	2014-07-12T05:00:00	Leaf	37.978118 N 122.405941 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380282	250	SAMN06566738	SRX2675510	SFL1.6	SF	3/27/17	2	1	3/27/17	SRR5380282	SRS2073853	SFL1.6	2014-07-10T04:00:00	Leaf	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380283	250	SAMN06566739	SRX2675511	SFL1.20	SF	3/27/17	0	0	3/27/17	SRR5380283	SRS2073854	SFL1.20	2014-07-10T04:00:00	Leaf	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380284	250	SAMN06566737	SRX2675512	SFL1.1	SF	3/27/17	3	1	3/27/17	SRR5380284	SRS2073855	SFL1.1	2014-07-10T04:00:00	Leaf	37.946557 N 122.418499 W	ZenSite:SF	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380285	250	SAMN06566663	SRX2675513	SDW2.6	SD	3/27/17	3	1	3/27/17	SRR5380285	SRS2073856	SDW2.6	2014-06-04T12:00:00	Water	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380286	250	SAMN06566664	SRX2675514	SDW2.20	SD	3/27/17	0	0	3/27/17	SRR5380286	SRS2073857	SDW2.20	2014-06-04T12:00:00	Water	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380287	250	SAMN06566662	SRX2675515	SDW2.1	SD	3/27/17	0	0	3/27/17	SRR5380287	SRS2073858	SDW2.1	2014-06-04T12:00:00	Water	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380288	250	SAMN06566651	SRX2675516	SDW1.6	SD	3/27/17	0	0	3/27/17	SRR5380288	SRS2073860	SDW1.6	2014-05-28T15:00:00	Water	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380289	250	SAMN06566652	SRX2675517	SDW1.20	SD	3/27/17	3	2	3/27/17	SRR5380289	SRS2073859	SDW1.20	2014-05-28T15:00:00	Water	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380290	250	SAMN06566650	SRX2675518	SDW1.1	SD	3/27/17	0	0	3/27/17	SRR5380290	SRS2073861	SDW1.1	2014-05-28T15:00:00	water	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380291	250	SAMN06566660	SRX2675519	SDS2.6	SD	3/27/17	0	0	3/27/17	SRR5380291	SRS2073862	SDS2.6	2014-06-04T12:00:00	Sediment	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380292	250	SAMN06566661	SRX2675520	SDS2.20	SD	3/27/17	0	0	3/27/17	SRR5380292	SRS2073863	SDS2.20	2014-06-04T12:00:00	Sediment	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380293	250	SAMN06566659	SRX2675521	SDS2.1	SD	3/27/17	0	0	3/27/17	SRR5380293	SRS2073864	SDS2.1	2014-06-04T12:00:00	Sediment	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380294	250	SAMN06566648	SRX2675522	SDS1.6	SD	3/27/17	0	0	3/27/17	SRR5380294	SRS2073865	SDS1.6	2014-05-28T15:00:00	Sediment	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380295	250	SAMN06566649	SRX2675523	SDS1.20	SD	3/27/17	0	0	3/27/17	SRR5380295	SRS2073866	SDS1.20	2014-05-28T15:00:00	Sediment	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380296	250	SAMN06566647	SRX2675524	SDS1.1	SD	3/27/17	11	6	3/27/17	SRR5380296	SRS2073867	SDS1.1	2014-05-28T15:00:00	Sediment	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380297	250	SAMN06566657	SRX2675525	SDR2.6	SD	3/27/17	0	0	3/27/17	SRR5380297	SRS2073868	SDR2.6	2014-06-04T12:00:00	Roots	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380298	250	SAMN06566658	SRX2675526	SDR2.20	SD	3/27/17	0	0	3/27/17	SRR5380298	SRS2073869	SDR2.20	2014-06-04T12:00:00	Roots	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380299	250	SAMN06566656	SRX2675527	SDR2.1	SD	3/27/17	0	0	3/27/17	SRR5380299	SRS2073872	SDR2.1	2014-06-04T12:00:00	Roots	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380300	250	SAMN06566645	SRX2675528	SDR1.6	SD	3/27/17	1	0	3/27/17	SRR5380300	SRS2073870	SDR1.6	2014-05-28T15:00:00	Roots	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380301	250	SAMN06566646	SRX2675529	SDR1.20	SD	3/27/17	0	0	3/27/17	SRR5380301	SRS2073871	SDR1.20	2014-05-28T15:00:00	Roots	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380302	250	SAMN06566644	SRX2675530	SDR1.1	SD	3/27/17	2	1	3/27/17	SRR5380302	SRS2073873	SDR1.1	2014-05-28T15:00:00	Roots	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380303	250	SAMN06566654	SRX2675531	SDL2.6	SD	3/27/17	0	0	3/27/17	SRR5380303	SRS2073874	SDL2.6	2014-06-04T12:00:00	Leaf	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380304	250	SAMN06566655	SRX2675532	SDL2.20	SD	3/27/17	0	0	3/27/17	SRR5380304	SRS2073875	SDL2.20	2014-06-04T12:00:00	Leaf	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380305	250	SAMN06566653	SRX2675533	SDL2.1	SD	3/27/17	6	3	3/27/17	SRR5380305	SRS2073876	SDL2.1	2014-06-04T12:00:00	Leaf	32.700762 N 117.172885 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380306	250	SAMN06566642	SRX2675534	SDL1.6	SD	3/27/17	0	0	3/27/17	SRR5380306	SRS2073877	SDL1.6	2014-05-28T15:00:00	Leaf	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380307	250	SAMN06566643	SRX2675535	SDL1.20	SD	3/27/17	0	0	3/27/17	SRR5380307	SRS2073878	SDL1.20	2014-05-28T15:00:00	Leaf	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380308	250	SAMN06566641	SRX2675536	SDL1.1	SD	3/27/17	0	0	3/27/17	SRR5380308	SRS2073880	SDL1.1	2014-05-28T15:00:00	Leaf	32.713756 N 117.225474 W	ZenSite:SD	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380309	250	SAMN06566464	SRX2675537	QUW2.6	QU	3/27/17	0	0	3/27/17	SRR5380309	SRS2073879	QUW2.6	2014-06-13T09:00:00	Water	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380310	250	SAMN06566465	SRX2675538	QUW2.20	QU	3/27/17	0	0	3/27/17	SRR5380310	SRS2073881	QUW2.20	2014-06-13T09:00:00	Water	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380311	250	SAMN06566463	SRX2675539	QUW2.1	QU	3/27/17	8	6	3/27/17	SRR5380311	SRS2073882	QUW2.1	2014-06-13T09:00:00	Water	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380312	250	SAMN06566452	SRX2675540	QUW1.6	QU	3/27/17	1	1	3/27/17	SRR5380312	SRS2073883	QUW1.6	2014-06-12T08:45:00	Water	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380313	250	SAMN06566453	SRX2675541	QUW1.20	QU	3/27/17	0	0	3/27/17	SRR5380313	SRS2073884	QUW1.20	2014-06-12T08:45:00	Water	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380314	250	SAMN06566451	SRX2675542	QUW1.1	QU	3/27/17	0	0	3/27/17	SRR5380314	SRS2073885	QUW1.1	2014-06-12T08:45:00	Water	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380315	250	SAMN06566461	SRX2675543	QUS2.6	QU	3/27/17	0	0	3/27/17	SRR5380315	SRS2073886	QUS2.6	2014-06-13T09:00:00	Sediment	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380316	250	SAMN06566462	SRX2675544	QUS2.20	QU	3/27/17	0	0	3/27/17	SRR5380316	SRS2073887	QUS2.20	2014-06-13T09:00:00	Sediment	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380317	250	SAMN06566460	SRX2675545	QUS2.1	QU	3/27/17	0	0	3/27/17	SRR5380317	SRS2073888	QUS2.1	2014-06-13T09:00:00	Sediment	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380318	250	SAMN06566449	SRX2675546	QUS1.6	QU	3/27/17	0	0	3/27/17	SRR5380318	SRS2073889	QUS1.6	2014-06-12T08:45:00	Sediment	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380319	250	SAMN06566450	SRX2675547	QUS1.20	QU	3/27/17	0	0	3/27/17	SRR5380319	SRS2073890	QUS1.20	2014-06-12T08:45:00	Sediment	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380320	250	SAMN06566448	SRX2675548	QUS1.1	QU	3/27/17	0	0	3/27/17	SRR5380320	SRS2073891	QUS1.1	2014-06-12T08:45:00	Sediment	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380321	250	SAMN06566458	SRX2675549	QUR2.6	QU	3/27/17	0	0	3/27/17	SRR5380321	SRS2073892	QUR2.6	2014-06-13T09:00:00	Roots	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380322	250	SAMN06566459	SRX2675550	QUR2.20	QU	3/27/17	0	0	3/27/17	SRR5380322	SRS2073893	QUR2.20	2014-06-13T09:00:00	Roots	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380323	250	SAMN06566457	SRX2675551	QUR2.1	QU	3/27/17	0	0	3/27/17	SRR5380323	SRS2073894	QUR2.1	2014-06-13T09:00:00	Roots	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380324	250	SAMN06566446	SRX2675552	QUR1.6	QU	3/27/17	0	0	3/27/17	SRR5380324	SRS2073895	QUR1.6	2014-06-12T08:45:00	Roots	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380325	250	SAMN06566447	SRX2675553	QUR1.20	QU	3/27/17	0	0	3/27/17	SRR5380325	SRS2073896	QUR1.20	2014-06-12T08:45:00	Roots	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380326	250	SAMN06566445	SRX2675554	QUR1.1	QU	3/27/17	0	0	3/27/17	SRR5380326	SRS2073897	QUR1.1	2014-06-12T08:45:00	Roots	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380327	250	SAMN06566455	SRX2675555	QUL2.6	QU	3/27/17	0	0	3/27/17	SRR5380327	SRS2073898	QUL2.6	2014-06-13T09:00:00	Leaf	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380328	250	SAMN06566456	SRX2675556	QUL2.20	QU	3/27/17	1	1	3/27/17	SRR5380328	SRS2073900	QUL2.20	2014-06-13T09:00:00	Leaf	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380329	250	SAMN06566454	SRX2675557	QUL2.1	QU	3/27/17	97	61	3/27/17	SRR5380329	SRS2073899	QUL2.1	2014-06-13T09:00:00	Leaf	49.08696 N 68.32041 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380330	250	SAMN06566443	SRX2675558	QUL1.6	QU	3/27/17	0	0	3/27/17	SRR5380330	SRS2073901	QUL1.6	2014-06-12T08:45:00	Leaf	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380331	250	SAMN06566444	SRX2675559	QUL1.20	QU	3/27/17	0	0	3/27/17	SRR5380331	SRS2073902	QUL1.20	2014-06-12T08:45:00	Leaf	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380332	250	SAMN06566442	SRX2675560	QUL1.1	QU	3/27/17	1	0	3/27/17	SRR5380332	SRS2073903	QUL1.1	2014-06-12T08:45:00	Leaf	49.11237 N 68.17593 W	ZenSite:QU	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380333	250	SAMN06566711	SRX2675561	POW2.6	PO	3/27/17	0	0	3/27/17	SRR5380333	SRS2073904	POW2.6	missing	Water	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380334	250	SAMN06566712	SRX2675562	POW2.20	PO	3/27/17	4	2	3/27/17	SRR5380334	SRS2073905	POW2.20	missing	Water	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380335	250	SAMN06566710	SRX2675563	POW2.1	PO	3/27/17	0	0	3/27/17	SRR5380335	SRS2073906	POW2.1	missing	Water	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380336	250	SAMN06566699	SRX2675564	POW1.6	PO	3/27/17	0	0	3/27/17	SRR5380336	SRS2073907	POW1.6	missing	Water	36.997057 N 7.82849 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380338	250	SAMN06566698	SRX2675566	POW1.1	PO	3/27/17	0	0	3/27/17	SRR5380338	SRS2073909	POW1.1	missing	water	36.997057 N 7.82849 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380339	250	SAMN06566708	SRX2675567	POS2.6	PO	3/27/17	0	0	3/27/17	SRR5380339	SRS2073910	POS2.6	missing	Sediment	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380340	250	SAMN06566709	SRX2675568	POS2.20	PO	3/27/17	0	0	3/27/17	SRR5380340	SRS2073911	POS2.20	missing	Sediment	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380341	250	SAMN06566707	SRX2675569	POS2.1	PO	3/27/17	0	0	3/27/17	SRR5380341	SRS2073912	POS2.1	missing	Sediment	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380343	250	SAMN06566697	SRX2675571	POS1.20	PO	3/27/17	0	0	3/27/17	SRR5380343	SRS2073915	POS1.20	missing	Sediment	36.997057 N 7.82849 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380345	250	SAMN06566705	SRX2675573	POR2.6	PO	3/27/17	0	0	3/27/17	SRR5380345	SRS2073916	POR2.6	missing	Roots	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380349	250	SAMN06566694	SRX2675577	POR1.20	PO	3/27/17	0	0	3/27/17	SRR5380349	SRS2073920	POR1.20	missing	Roots	36.997057 N 7.82849 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
SRR5380351	250	SAMN06566702	SRX2675579	POL2.6	PO	3/27/17	0	0	3/27/17	SRR5380351	SRS2073922	POL2.6	missing	Leaf	37.027333 N 7.810105 W	ZenSite:PO	AMPLICON	PRJNA379026	Metagenome or environmental	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	plant metagenome	ILLUMINA	SRP102519	missing	Zostera marina
